,ENTITY1,RELATION,ENTITY2,ADDITIONAL,VECTOR,LABEL,NEW_RELATION
656,Silverlode, see,Celebrant,,"[-1.0203825  -0.9023328  -0.08017479 -0.6230508   0.43640864 -0.60965806
  0.02407768 -0.38658997 -2.7926102   1.0089934  -1.0400225  -1.3608308
  0.44843587 -0.8041388  -0.15683421 -0.03915752  0.7788171   0.8463709
 -0.07775927 -0.749033    0.05159461  1.2296429   0.58554274 -1.5376579
  1.2135996   0.05441352 -0.3025272   1.0433177  -1.2541558  -0.13303676
 -0.16511796  1.299684    1.0890378  -0.45877424 -0.43557224 -0.522743
 -0.96242577 -0.8488925   0.03255077 -0.5111212  -0.72328526 -0.12606364
  0.45282036  1.1596353   0.10814691 -0.65961236 -0.8976615  -0.4352979
  0.77346265 -0.21122263  1.0167828  -0.20460555  0.88812125  0.3487836
  0.12859516  0.21815667 -0.2726543   0.32194442 -0.6720194   0.72858113
  0.0091487   0.12654828 -0.52660036  0.07870486 -0.04242937  1.2722286
 -0.53797024  0.83637416 -0.06968559  1.1947688  -0.3933386   1.3152356
  0.7696042  -1.4465412   0.7267206  -0.38420114  1.0495232   0.42494982
  0.4928625   0.31785655 -2.1230035   0.20467956 -1.6340008   1.0900972
  0.22808291  0.01349093  1.1238127  -0.22801116  0.86666256 -0.2811047
  0.6818176   0.8849811   0.6468287  -1.0909764   1.6854737   1.2146982
 -0.75515336 -0.38193592 -0.1790861   0.7495215 ]",78,see
657,Silvertine, see,Celebdil,,"[-1.0203825  -0.9023328  -0.08017479 -0.6230508   0.43640864 -0.60965806
  0.02407768 -0.38658997 -2.7926102   1.0089934  -1.0400225  -1.3608308
  0.44843587 -0.8041388  -0.15683421 -0.03915752  0.7788171   0.8463709
 -0.07775927 -0.749033    0.05159461  1.2296429   0.58554274 -1.5376579
  1.2135996   0.05441352 -0.3025272   1.0433177  -1.2541558  -0.13303676
 -0.16511796  1.299684    1.0890378  -0.45877424 -0.43557224 -0.522743
 -0.96242577 -0.8488925   0.03255077 -0.5111212  -0.72328526 -0.12606364
  0.45282036  1.1596353   0.10814691 -0.65961236 -0.8976615  -0.4352979
  0.77346265 -0.21122263  1.0167828  -0.20460555  0.88812125  0.3487836
  0.12859516  0.21815667 -0.2726543   0.32194442 -0.6720194   0.72858113
  0.0091487   0.12654828 -0.52660036  0.07870486 -0.04242937  1.2722286
 -0.53797024  0.83637416 -0.06968559  1.1947688  -0.3933386   1.3152356
  0.7696042  -1.4465412   0.7267206  -0.38420114  1.0495232   0.42494982
  0.4928625   0.31785655 -2.1230035   0.20467956 -1.6340008   1.0900972
  0.22808291  0.01349093  1.1238127  -0.22801116  0.86666256 -0.2811047
  0.6818176   0.8849811   0.6468287  -1.0909764   1.6854737   1.2146982
 -0.75515336 -0.38193592 -0.1790861   0.7495215 ]",78,see
658,Sméagol, see,Gollum,,"[-1.0203825  -0.9023328  -0.08017479 -0.6230508   0.43640864 -0.60965806
  0.02407768 -0.38658997 -2.7926102   1.0089934  -1.0400225  -1.3608308
  0.44843587 -0.8041388  -0.15683421 -0.03915752  0.7788171   0.8463709
 -0.07775927 -0.749033    0.05159461  1.2296429   0.58554274 -1.5376579
  1.2135996   0.05441352 -0.3025272   1.0433177  -1.2541558  -0.13303676
 -0.16511796  1.299684    1.0890378  -0.45877424 -0.43557224 -0.522743
 -0.96242577 -0.8488925   0.03255077 -0.5111212  -0.72328526 -0.12606364
  0.45282036  1.1596353   0.10814691 -0.65961236 -0.8976615  -0.4352979
  0.77346265 -0.21122263  1.0167828  -0.20460555  0.88812125  0.3487836
  0.12859516  0.21815667 -0.2726543   0.32194442 -0.6720194   0.72858113
  0.0091487   0.12654828 -0.52660036  0.07870486 -0.04242937  1.2722286
 -0.53797024  0.83637416 -0.06968559  1.1947688  -0.3933386   1.3152356
  0.7696042  -1.4465412   0.7267206  -0.38420114  1.0495232   0.42494982
  0.4928625   0.31785655 -2.1230035   0.20467956 -1.6340008   1.0900972
  0.22808291  0.01349093  1.1238127  -0.22801116  0.86666256 -0.2811047
  0.6818176   0.8849811   0.6468287  -1.0909764   1.6854737   1.2146982
 -0.75515336 -0.38193592 -0.1790861   0.7495215 ]",78,see
659,Elvensmiths, see,Elven,,"[-1.0203825  -0.9023328  -0.08017479 -0.6230508   0.43640864 -0.60965806
  0.02407768 -0.38658997 -2.7926102   1.0089934  -1.0400225  -1.3608308
  0.44843587 -0.8041388  -0.15683421 -0.03915752  0.7788171   0.8463709
 -0.07775927 -0.749033    0.05159461  1.2296429   0.58554274 -1.5376579
  1.2135996   0.05441352 -0.3025272   1.0433177  -1.2541558  -0.13303676
 -0.16511796  1.299684    1.0890378  -0.45877424 -0.43557224 -0.522743
 -0.96242577 -0.8488925   0.03255077 -0.5111212  -0.72328526 -0.12606364
  0.45282036  1.1596353   0.10814691 -0.65961236 -0.8976615  -0.4352979
  0.77346265 -0.21122263  1.0167828  -0.20460555  0.88812125  0.3487836
  0.12859516  0.21815667 -0.2726543   0.32194442 -0.6720194   0.72858113
  0.0091487   0.12654828 -0.52660036  0.07870486 -0.04242937  1.2722286
 -0.53797024  0.83637416 -0.06968559  1.1947688  -0.3933386   1.3152356
  0.7696042  -1.4465412   0.7267206  -0.38420114  1.0495232   0.42494982
  0.4928625   0.31785655 -2.1230035   0.20467956 -1.6340008   1.0900972
  0.22808291  0.01349093  1.1238127  -0.22801116  0.86666256 -0.2811047
  0.6818176   0.8849811   0.6468287  -1.0909764   1.6854737   1.2146982
 -0.75515336 -0.38193592 -0.1790861   0.7495215 ]",78,see
660,Forochel, see,Lossoth,,"[-1.0203825  -0.9023328  -0.08017479 -0.6230508   0.43640864 -0.60965806
  0.02407768 -0.38658997 -2.7926102   1.0089934  -1.0400225  -1.3608308
  0.44843587 -0.8041388  -0.15683421 -0.03915752  0.7788171   0.8463709
 -0.07775927 -0.749033    0.05159461  1.2296429   0.58554274 -1.5376579
  1.2135996   0.05441352 -0.3025272   1.0433177  -1.2541558  -0.13303676
 -0.16511796  1.299684    1.0890378  -0.45877424 -0.43557224 -0.522743
 -0.96242577 -0.8488925   0.03255077 -0.5111212  -0.72328526 -0.12606364
  0.45282036  1.1596353   0.10814691 -0.65961236 -0.8976615  -0.4352979
  0.77346265 -0.21122263  1.0167828  -0.20460555  0.88812125  0.3487836
  0.12859516  0.21815667 -0.2726543   0.32194442 -0.6720194   0.72858113
  0.0091487   0.12654828 -0.52660036  0.07870486 -0.04242937  1.2722286
 -0.53797024  0.83637416 -0.06968559  1.1947688  -0.3933386   1.3152356
  0.7696042  -1.4465412   0.7267206  -0.38420114  1.0495232   0.42494982
  0.4928625   0.31785655 -2.1230035   0.20467956 -1.6340008   1.0900972
  0.22808291  0.01349093  1.1238127  -0.22801116  0.86666256 -0.2811047
  0.6818176   0.8849811   0.6468287  -1.0909764   1.6854737   1.2146982
 -0.75515336 -0.38193592 -0.1790861   0.7495215 ]",78,see
661,Angmar, see,Witch,,"[-1.0203825  -0.9023328  -0.08017479 -0.6230508   0.43640864 -0.60965806
  0.02407768 -0.38658997 -2.7926102   1.0089934  -1.0400225  -1.3608308
  0.44843587 -0.8041388  -0.15683421 -0.03915752  0.7788171   0.8463709
 -0.07775927 -0.749033    0.05159461  1.2296429   0.58554274 -1.5376579
  1.2135996   0.05441352 -0.3025272   1.0433177  -1.2541558  -0.13303676
 -0.16511796  1.299684    1.0890378  -0.45877424 -0.43557224 -0.522743
 -0.96242577 -0.8488925   0.03255077 -0.5111212  -0.72328526 -0.12606364
  0.45282036  1.1596353   0.10814691 -0.65961236 -0.8976615  -0.4352979
  0.77346265 -0.21122263  1.0167828  -0.20460555  0.88812125  0.3487836
  0.12859516  0.21815667 -0.2726543   0.32194442 -0.6720194   0.72858113
  0.0091487   0.12654828 -0.52660036  0.07870486 -0.04242937  1.2722286
 -0.53797024  0.83637416 -0.06968559  1.1947688  -0.3933386   1.3152356
  0.7696042  -1.4465412   0.7267206  -0.38420114  1.0495232   0.42494982
  0.4928625   0.31785655 -2.1230035   0.20467956 -1.6340008   1.0900972
  0.22808291  0.01349093  1.1238127  -0.22801116  0.86666256 -0.2811047
  0.6818176   0.8849811   0.6468287  -1.0909764   1.6854737   1.2146982
 -0.75515336 -0.38193592 -0.1790861   0.7495215 ]",78,see
662,Elendil, see,Elendilmir,,"[-1.0203825  -0.9023328  -0.08017479 -0.6230508   0.43640864 -0.60965806
  0.02407768 -0.38658997 -2.7926102   1.0089934  -1.0400225  -1.3608308
  0.44843587 -0.8041388  -0.15683421 -0.03915752  0.7788171   0.8463709
 -0.07775927 -0.749033    0.05159461  1.2296429   0.58554274 -1.5376579
  1.2135996   0.05441352 -0.3025272   1.0433177  -1.2541558  -0.13303676
 -0.16511796  1.299684    1.0890378  -0.45877424 -0.43557224 -0.522743
 -0.96242577 -0.8488925   0.03255077 -0.5111212  -0.72328526 -0.12606364
  0.45282036  1.1596353   0.10814691 -0.65961236 -0.8976615  -0.4352979
  0.77346265 -0.21122263  1.0167828  -0.20460555  0.88812125  0.3487836
  0.12859516  0.21815667 -0.2726543   0.32194442 -0.6720194   0.72858113
  0.0091487   0.12654828 -0.52660036  0.07870486 -0.04242937  1.2722286
 -0.53797024  0.83637416 -0.06968559  1.1947688  -0.3933386   1.3152356
  0.7696042  -1.4465412   0.7267206  -0.38420114  1.0495232   0.42494982
  0.4928625   0.31785655 -2.1230035   0.20467956 -1.6340008   1.0900972
  0.22808291  0.01349093  1.1238127  -0.22801116  0.86666256 -0.2811047
  0.6818176   0.8849811   0.6468287  -1.0909764   1.6854737   1.2146982
 -0.75515336 -0.38193592 -0.1790861   0.7495215 ]",78,see
663,Sundering Seas, see,Sea,,"[-1.0203825  -0.9023328  -0.08017479 -0.6230508   0.43640864 -0.60965806
  0.02407768 -0.38658997 -2.7926102   1.0089934  -1.0400225  -1.3608308
  0.44843587 -0.8041388  -0.15683421 -0.03915752  0.7788171   0.8463709
 -0.07775927 -0.749033    0.05159461  1.2296429   0.58554274 -1.5376579
  1.2135996   0.05441352 -0.3025272   1.0433177  -1.2541558  -0.13303676
 -0.16511796  1.299684    1.0890378  -0.45877424 -0.43557224 -0.522743
 -0.96242577 -0.8488925   0.03255077 -0.5111212  -0.72328526 -0.12606364
  0.45282036  1.1596353   0.10814691 -0.65961236 -0.8976615  -0.4352979
  0.77346265 -0.21122263  1.0167828  -0.20460555  0.88812125  0.3487836
  0.12859516  0.21815667 -0.2726543   0.32194442 -0.6720194   0.72858113
  0.0091487   0.12654828 -0.52660036  0.07870486 -0.04242937  1.2722286
 -0.53797024  0.83637416 -0.06968559  1.1947688  -0.3933386   1.3152356
  0.7696042  -1.4465412   0.7267206  -0.38420114  1.0495232   0.42494982
  0.4928625   0.31785655 -2.1230035   0.20467956 -1.6340008   1.0900972
  0.22808291  0.01349093  1.1238127  -0.22801116  0.86666256 -0.2811047
  0.6818176   0.8849811   0.6468287  -1.0909764   1.6854737   1.2146982
 -0.75515336 -0.38193592 -0.1790861   0.7495215 ]",78,see
664,Talan, see,Flet,,"[-1.0203825  -0.9023328  -0.08017479 -0.6230508   0.43640864 -0.60965806
  0.02407768 -0.38658997 -2.7926102   1.0089934  -1.0400225  -1.3608308
  0.44843587 -0.8041388  -0.15683421 -0.03915752  0.7788171   0.8463709
 -0.07775927 -0.749033    0.05159461  1.2296429   0.58554274 -1.5376579
  1.2135996   0.05441352 -0.3025272   1.0433177  -1.2541558  -0.13303676
 -0.16511796  1.299684    1.0890378  -0.45877424 -0.43557224 -0.522743
 -0.96242577 -0.8488925   0.03255077 -0.5111212  -0.72328526 -0.12606364
  0.45282036  1.1596353   0.10814691 -0.65961236 -0.8976615  -0.4352979
  0.77346265 -0.21122263  1.0167828  -0.20460555  0.88812125  0.3487836
  0.12859516  0.21815667 -0.2726543   0.32194442 -0.6720194   0.72858113
  0.0091487   0.12654828 -0.52660036  0.07870486 -0.04242937  1.2722286
 -0.53797024  0.83637416 -0.06968559  1.1947688  -0.3933386   1.3152356
  0.7696042  -1.4465412   0.7267206  -0.38420114  1.0495232   0.42494982
  0.4928625   0.31785655 -2.1230035   0.20467956 -1.6340008   1.0900972
  0.22808291  0.01349093  1.1238127  -0.22801116  0.86666256 -0.2811047
  0.6818176   0.8849811   0.6468287  -1.0909764   1.6854737   1.2146982
 -0.75515336 -0.38193592 -0.1790861   0.7495215 ]",78,see
665,Mordor, see,Towers,,"[-1.0203825  -0.9023328  -0.08017479 -0.6230508   0.43640864 -0.60965806
  0.02407768 -0.38658997 -2.7926102   1.0089934  -1.0400225  -1.3608308
  0.44843587 -0.8041388  -0.15683421 -0.03915752  0.7788171   0.8463709
 -0.07775927 -0.749033    0.05159461  1.2296429   0.58554274 -1.5376579
  1.2135996   0.05441352 -0.3025272   1.0433177  -1.2541558  -0.13303676
 -0.16511796  1.299684    1.0890378  -0.45877424 -0.43557224 -0.522743
 -0.96242577 -0.8488925   0.03255077 -0.5111212  -0.72328526 -0.12606364
  0.45282036  1.1596353   0.10814691 -0.65961236 -0.8976615  -0.4352979
  0.77346265 -0.21122263  1.0167828  -0.20460555  0.88812125  0.3487836
  0.12859516  0.21815667 -0.2726543   0.32194442 -0.6720194   0.72858113
  0.0091487   0.12654828 -0.52660036  0.07870486 -0.04242937  1.2722286
 -0.53797024  0.83637416 -0.06968559  1.1947688  -0.3933386   1.3152356
  0.7696042  -1.4465412   0.7267206  -0.38420114  1.0495232   0.42494982
  0.4928625   0.31785655 -2.1230035   0.20467956 -1.6340008   1.0900972
  0.22808291  0.01349093  1.1238127  -0.22801116  0.86666256 -0.2811047
  0.6818176   0.8849811   0.6468287  -1.0909764   1.6854737   1.2146982
 -0.75515336 -0.38193592 -0.1790861   0.7495215 ]",78,see
666,Tharkûn, see,Gandalf,,"[-1.0203825  -0.9023328  -0.08017479 -0.6230508   0.43640864 -0.60965806
  0.02407768 -0.38658997 -2.7926102   1.0089934  -1.0400225  -1.3608308
  0.44843587 -0.8041388  -0.15683421 -0.03915752  0.7788171   0.8463709
 -0.07775927 -0.749033    0.05159461  1.2296429   0.58554274 -1.5376579
  1.2135996   0.05441352 -0.3025272   1.0433177  -1.2541558  -0.13303676
 -0.16511796  1.299684    1.0890378  -0.45877424 -0.43557224 -0.522743
 -0.96242577 -0.8488925   0.03255077 -0.5111212  -0.72328526 -0.12606364
  0.45282036  1.1596353   0.10814691 -0.65961236 -0.8976615  -0.4352979
  0.77346265 -0.21122263  1.0167828  -0.20460555  0.88812125  0.3487836
  0.12859516  0.21815667 -0.2726543   0.32194442 -0.6720194   0.72858113
  0.0091487   0.12654828 -0.52660036  0.07870486 -0.04242937  1.2722286
 -0.53797024  0.83637416 -0.06968559  1.1947688  -0.3933386   1.3152356
  0.7696042  -1.4465412   0.7267206  -0.38420114  1.0495232   0.42494982
  0.4928625   0.31785655 -2.1230035   0.20467956 -1.6340008   1.0900972
  0.22808291  0.01349093  1.1238127  -0.22801116  0.86666256 -0.2811047
  0.6818176   0.8849811   0.6468287  -1.0909764   1.6854737   1.2146982
 -0.75515336 -0.38193592 -0.1790861   0.7495215 ]",78,see
667,Tindrock, see,Tol Brandir,,"[-1.0203825  -0.9023328  -0.08017479 -0.6230508   0.43640864 -0.60965806
  0.02407768 -0.38658997 -2.7926102   1.0089934  -1.0400225  -1.3608308
  0.44843587 -0.8041388  -0.15683421 -0.03915752  0.7788171   0.8463709
 -0.07775927 -0.749033    0.05159461  1.2296429   0.58554274 -1.5376579
  1.2135996   0.05441352 -0.3025272   1.0433177  -1.2541558  -0.13303676
 -0.16511796  1.299684    1.0890378  -0.45877424 -0.43557224 -0.522743
 -0.96242577 -0.8488925   0.03255077 -0.5111212  -0.72328526 -0.12606364
  0.45282036  1.1596353   0.10814691 -0.65961236 -0.8976615  -0.4352979
  0.77346265 -0.21122263  1.0167828  -0.20460555  0.88812125  0.3487836
  0.12859516  0.21815667 -0.2726543   0.32194442 -0.6720194   0.72858113
  0.0091487   0.12654828 -0.52660036  0.07870486 -0.04242937  1.2722286
 -0.53797024  0.83637416 -0.06968559  1.1947688  -0.3933386   1.3152356
  0.7696042  -1.4465412   0.7267206  -0.38420114  1.0495232   0.42494982
  0.4928625   0.31785655 -2.1230035   0.20467956 -1.6340008   1.0900972
  0.22808291  0.01349093  1.1238127  -0.22801116  0.86666256 -0.2811047
  0.6818176   0.8849811   0.6468287  -1.0909764   1.6854737   1.2146982
 -0.75515336 -0.38193592 -0.1790861   0.7495215 ]",78,see
668,Tinúviel, see,Lúthien,,"[-1.0203825  -0.9023328  -0.08017479 -0.6230508   0.43640864 -0.60965806
  0.02407768 -0.38658997 -2.7926102   1.0089934  -1.0400225  -1.3608308
  0.44843587 -0.8041388  -0.15683421 -0.03915752  0.7788171   0.8463709
 -0.07775927 -0.749033    0.05159461  1.2296429   0.58554274 -1.5376579
  1.2135996   0.05441352 -0.3025272   1.0433177  -1.2541558  -0.13303676
 -0.16511796  1.299684    1.0890378  -0.45877424 -0.43557224 -0.522743
 -0.96242577 -0.8488925   0.03255077 -0.5111212  -0.72328526 -0.12606364
  0.45282036  1.1596353   0.10814691 -0.65961236 -0.8976615  -0.4352979
  0.77346265 -0.21122263  1.0167828  -0.20460555  0.88812125  0.3487836
  0.12859516  0.21815667 -0.2726543   0.32194442 -0.6720194   0.72858113
  0.0091487   0.12654828 -0.52660036  0.07870486 -0.04242937  1.2722286
 -0.53797024  0.83637416 -0.06968559  1.1947688  -0.3933386   1.3152356
  0.7696042  -1.4465412   0.7267206  -0.38420114  1.0495232   0.42494982
  0.4928625   0.31785655 -2.1230035   0.20467956 -1.6340008   1.0900972
  0.22808291  0.01349093  1.1238127  -0.22801116  0.86666256 -0.2811047
  0.6818176   0.8849811   0.6468287  -1.0909764   1.6854737   1.2146982
 -0.75515336 -0.38193592 -0.1790861   0.7495215 ]",78,see
669,Tom Bombadil, see,Bombadil,,"[-1.0203825  -0.9023328  -0.08017479 -0.6230508   0.43640864 -0.60965806
  0.02407768 -0.38658997 -2.7926102   1.0089934  -1.0400225  -1.3608308
  0.44843587 -0.8041388  -0.15683421 -0.03915752  0.7788171   0.8463709
 -0.07775927 -0.749033    0.05159461  1.2296429   0.58554274 -1.5376579
  1.2135996   0.05441352 -0.3025272   1.0433177  -1.2541558  -0.13303676
 -0.16511796  1.299684    1.0890378  -0.45877424 -0.43557224 -0.522743
 -0.96242577 -0.8488925   0.03255077 -0.5111212  -0.72328526 -0.12606364
  0.45282036  1.1596353   0.10814691 -0.65961236 -0.8976615  -0.4352979
  0.77346265 -0.21122263  1.0167828  -0.20460555  0.88812125  0.3487836
  0.12859516  0.21815667 -0.2726543   0.32194442 -0.6720194   0.72858113
  0.0091487   0.12654828 -0.52660036  0.07870486 -0.04242937  1.2722286
 -0.53797024  0.83637416 -0.06968559  1.1947688  -0.3933386   1.3152356
  0.7696042  -1.4465412   0.7267206  -0.38420114  1.0495232   0.42494982
  0.4928625   0.31785655 -2.1230035   0.20467956 -1.6340008   1.0900972
  0.22808291  0.01349093  1.1238127  -0.22801116  0.86666256 -0.2811047
  0.6818176   0.8849811   0.6468287  -1.0909764   1.6854737   1.2146982
 -0.75515336 -0.38193592 -0.1790861   0.7495215 ]",78,see
670,Torech Ungol, see,Shelob,,"[-1.0203825  -0.9023328  -0.08017479 -0.6230508   0.43640864 -0.60965806
  0.02407768 -0.38658997 -2.7926102   1.0089934  -1.0400225  -1.3608308
  0.44843587 -0.8041388  -0.15683421 -0.03915752  0.7788171   0.8463709
 -0.07775927 -0.749033    0.05159461  1.2296429   0.58554274 -1.5376579
  1.2135996   0.05441352 -0.3025272   1.0433177  -1.2541558  -0.13303676
 -0.16511796  1.299684    1.0890378  -0.45877424 -0.43557224 -0.522743
 -0.96242577 -0.8488925   0.03255077 -0.5111212  -0.72328526 -0.12606364
  0.45282036  1.1596353   0.10814691 -0.65961236 -0.8976615  -0.4352979
  0.77346265 -0.21122263  1.0167828  -0.20460555  0.88812125  0.3487836
  0.12859516  0.21815667 -0.2726543   0.32194442 -0.6720194   0.72858113
  0.0091487   0.12654828 -0.52660036  0.07870486 -0.04242937  1.2722286
 -0.53797024  0.83637416 -0.06968559  1.1947688  -0.3933386   1.3152356
  0.7696042  -1.4465412   0.7267206  -0.38420114  1.0495232   0.42494982
  0.4928625   0.31785655 -2.1230035   0.20467956 -1.6340008   1.0900972
  0.22808291  0.01349093  1.1238127  -0.22801116  0.86666256 -0.2811047
  0.6818176   0.8849811   0.6468287  -1.0909764   1.6854737   1.2146982
 -0.75515336 -0.38193592 -0.1790861   0.7495215 ]",78,see
671,Tower Hall, see,Citadel,,"[-1.0203825  -0.9023328  -0.08017479 -0.6230508   0.43640864 -0.60965806
  0.02407768 -0.38658997 -2.7926102   1.0089934  -1.0400225  -1.3608308
  0.44843587 -0.8041388  -0.15683421 -0.03915752  0.7788171   0.8463709
 -0.07775927 -0.749033    0.05159461  1.2296429   0.58554274 -1.5376579
  1.2135996   0.05441352 -0.3025272   1.0433177  -1.2541558  -0.13303676
 -0.16511796  1.299684    1.0890378  -0.45877424 -0.43557224 -0.522743
 -0.96242577 -0.8488925   0.03255077 -0.5111212  -0.72328526 -0.12606364
  0.45282036  1.1596353   0.10814691 -0.65961236 -0.8976615  -0.4352979
  0.77346265 -0.21122263  1.0167828  -0.20460555  0.88812125  0.3487836
  0.12859516  0.21815667 -0.2726543   0.32194442 -0.6720194   0.72858113
  0.0091487   0.12654828 -0.52660036  0.07870486 -0.04242937  1.2722286
 -0.53797024  0.83637416 -0.06968559  1.1947688  -0.3933386   1.3152356
  0.7696042  -1.4465412   0.7267206  -0.38420114  1.0495232   0.42494982
  0.4928625   0.31785655 -2.1230035   0.20467956 -1.6340008   1.0900972
  0.22808291  0.01349093  1.1238127  -0.22801116  0.86666256 -0.2811047
  0.6818176   0.8849811   0.6468287  -1.0909764   1.6854737   1.2146982
 -0.75515336 -0.38193592 -0.1790861   0.7495215 ]",78,see
672,Ecthelion, see,White Tower,,"[-1.0203825  -0.9023328  -0.08017479 -0.6230508   0.43640864 -0.60965806
  0.02407768 -0.38658997 -2.7926102   1.0089934  -1.0400225  -1.3608308
  0.44843587 -0.8041388  -0.15683421 -0.03915752  0.7788171   0.8463709
 -0.07775927 -0.749033    0.05159461  1.2296429   0.58554274 -1.5376579
  1.2135996   0.05441352 -0.3025272   1.0433177  -1.2541558  -0.13303676
 -0.16511796  1.299684    1.0890378  -0.45877424 -0.43557224 -0.522743
 -0.96242577 -0.8488925   0.03255077 -0.5111212  -0.72328526 -0.12606364
  0.45282036  1.1596353   0.10814691 -0.65961236 -0.8976615  -0.4352979
  0.77346265 -0.21122263  1.0167828  -0.20460555  0.88812125  0.3487836
  0.12859516  0.21815667 -0.2726543   0.32194442 -0.6720194   0.72858113
  0.0091487   0.12654828 -0.52660036  0.07870486 -0.04242937  1.2722286
 -0.53797024  0.83637416 -0.06968559  1.1947688  -0.3933386   1.3152356
  0.7696042  -1.4465412   0.7267206  -0.38420114  1.0495232   0.42494982
  0.4928625   0.31785655 -2.1230035   0.20467956 -1.6340008   1.0900972
  0.22808291  0.01349093  1.1238127  -0.22801116  0.86666256 -0.2811047
  0.6818176   0.8849811   0.6468287  -1.0909764   1.6854737   1.2146982
 -0.75515336 -0.38193592 -0.1790861   0.7495215 ]",78,see
